nomdiag_cod,nomdiag_desc,nomdiag_codigo_cie10,nomdiag_desc_vector,diag_cod_cie10,diag_desc,diag_1,diag_2
316648,RDSM motor leve,F82X,'lev':3 'motor':2 'rdsm':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316641,estimulación dsm riesgo,F82X,'dsm':2 'estimul':1 'riesg':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316640,estimulación DSM reevaluación,F82X,'dsm':2 'estimul':1 'reevalu':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316646,presenta riesgo dsm,F82X,'dsm':3 'present':1 'riesg':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316643,Obs. RDSM,F82X,'obs':1 'rdsm':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316645,OBS. RETRASO DESARROLLO PSICOMOTOR ( LENGUAJE,F82X,'desarroll':3 'lenguaj':5 'obs':1 'psicomotor':4 'retras':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316644,obs. retraso del desarrollo sicomotor.,F82X,'desarroll':4 'obs':1 'retras':2 'sicomotor':5,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316651,retraso del dpm,F82X,'dpm':3 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316690,déficit en el desarrollo psicomotor,F82X,'deficit':1 'desarroll':4 'psicomotor':5,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316669,rezago en el desarrollo psicomotor,F82X,'desarroll':4 'psicomotor':5 'rezag':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316658,retraso DSM  elementos  TGD?,F82X,'dsm':2 'element':3 'retras':1 'tgd':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316656,retraso desarrollo psicomotor,F82X,'desarroll':2 'psicomotor':3 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316652,Retardo del desarrollo,F82X,'desarroll':3 'retard':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316655,retraso de la marcha independiente.,F82X,'independient':5 'march':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316653,retraso  motor leve,F82X,'lev':3 'motor':2 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316661,Retraso en desarrollo psicomotor,F82X,'desarroll':3 'psicomotor':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316668,retraso severo DSM,F82X,'dsm':3 'retras':1 'sever':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316660,RETRASO EN DES: PSICOMOTOR,F82X,'des':3 'psicomotor':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316659,retraso DMZ  trastorno aprendizaje,F82X,'aprendizaj':4 'dmz':2 'retras':1 'trastorn':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316666,retraso motor leve,F82X,'lev':3 'motor':2 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316662,RETRASO EN DSM,F82X,'dsm':3 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316665,retraso motor,F82X,'motor':2 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316664,retraso en la marcha,F82X,'march':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316673,riesgo dsm,F82X,'dsm':2 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316689,déficit en el d s m ,F82X,'d':4 'deficit':1 'm':6 's':5,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316679,trastorno de la función motriz,F82X,'funcion':4 'motriz':5 'trastorn':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316671,riesgo del desarrollo psicomotor,F82X,'desarroll':3 'psicomotor':4 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316678,riesgo psicomotor (lenguaje),F82X,'lenguaj':3 'psicomotor':2 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316675,RIESGO EN EL DESARROLLO PSICOMOTOR,F82X,'desarroll':4 'psicomotor':5 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316677,riesgo psicomotor,F82X,'psicomotor':2 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316676,riesgo en motricidad,F82X,'motric':3 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316683,déficit en desarrollo psicomotor,F82X,'deficit':1 'desarroll':3 'psicomotor':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316688,déficit dsm,F82X,'deficit':1 'dsm':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316682,déficit desarrollo psicomotor,F82X,'deficit':1 'desarroll':2 'psicomotor':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316681,déficit del desarrollo psicomotor,F82X,'deficit':1 'desarroll':3 'psicomotor':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316687,déficit desarrollo motor,F82X,'deficit':1 'desarroll':2 'motor':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316684,ciertos trastornos de desarrollo psicomotor,F82X,'ciert':1 'desarroll':4 'psicomotor':5 'trastorn':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316686,déficit de desarrollo psicomotor,F82X,'deficit':1 'desarroll':3 'psicomotor':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316685,de riesgo dsm,F82X,'dsm':3 'riesg':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316696,obs  retraso del desarrollo sicomotor ,F82X,'desarroll':4 'obs':1 'retras':2 'sicomotor':5,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316695,obs  rdsm,F82X,'obs':1 'rdsm':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316694,estimulación dsm y consejera con power point,F82X,'consejer':4 'dsm':2 'estimul':1 'point':7 'pow':6,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316701,retraso del desarrollo psicomotor,F82X,'desarroll':3 'psicomotor':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316700,"rdsm, no me acepta el dg",F82X,'acept':4 'dg':6 'rdsm':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316697,obs  retraso desarrollo psicomotor ,F82X,'desarroll':3 'obs':1 'psicomotor':4 'retras':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316703,retraso dsm  elementos  tgd,F82X,'dsm':2 'element':3 'retras':1 'tgd':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316699,psicomotor,F82X,'psicomotor':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316702,retraso de la marcha independiente ,F82X,'independient':5 'march':4 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316674,riesgo en dsm,F82X,'dsm':3 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316698,otros trastornos del desarrollo psicomotor,F82X,'desarroll':4 'psicomotor':5 'trastorn':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316680,DÉFICIT EN EL D.S.M.,F82X,'d.s.m':4 'deficit':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316672,riesgo del DSM,F82X,'dsm':3 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316670,riesgo de DSM,F82X,'dsm':3 'riesg':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316667,retraso psicomotor,F82X,'psicomotor':2 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316663,retraso en el desarrollo de la marcha independiente,F82X,'desarroll':4 'independient':8 'march':7 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316657,retraso dsm,F82X,'dsm':2 'retras':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316632,dsm con riesgo,F82X,'dsm':1 'riesg':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316647,RDSM,F82X,'rdsm':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316635,DSM retraso,F82X,'dsm':1 'retras':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316638,estimulación dsm,F82X,'dsm':2 'estimul':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316633,dsm déficit,F82X,'deficit':2 'dsm':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316639,estimulación DSM actividades pre - escolar,F82X,'activ':3 'dsm':2 'escol':5 'estimul':1 'pre':4,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316649,RDSM severo progresa a moderado,F82X,'moder':5 'progres':3 'rdsm':1 'sever':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316634,DSM en riesgo,F82X,'dsm':1 'riesg':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316627,Trastorno(s) desarrollo funcion motriz,F82X,'desarroll':3 'funcion':4 'motriz':5 's':2 'trastorn':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316628,"Trastorno(s) desarrollo motriz, coordinacion o funcion",F82X,'coordinacion':5 'desarroll':3 'funcion':7 'motriz':4 's':2 'trastorn':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316630,desarrollo motor disminuido.,F82X,'desarroll':1 'disminu':3 'motor':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316626,Trastorno(s) desarrollo coordinacion (motriz),F82X,'coordinacion':4 'desarroll':3 'motriz':5 's':2 'trastorn':1,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316629,DÉFICIT PSICOMOTOR,F82X,'deficit':1 'psicomotor':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316624,Sindrome torpeza,F82X,'sindrom':1 'torpez':2,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316623,Sindrome niño torpe,F82X,'niñ':2 'sindrom':1 'torp':3,F82.X,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ,,
316708,sospecha de rezago psicomotor,F83X,'psicomotor':4 'rezag':3 'sospech':1,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316707,alteracion del dsm,F83X,'alteracion':1 'dsm':3,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316706,TNO DEL LENGUAJE Y CONDUCTA.,F83X,'conduct':5 'lenguaj':3 'tno':1,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316705,Trastorno(s) desarrollo mixto,F83X,'desarroll':3 'mixt':4 's':2 'trastorn':1,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316704,Desarrollo retardado aprendizaje mixto,F83X,'aprendizaj':3 'desarroll':1 'mixt':4 'retard':2,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316709,tno del lenguaje y conducta ,F83X,'conduct':5 'lenguaj':3 'tno':1,F83.X,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO,,
316711,"Kanner, enfermedad o sindrome de",F840,'enfermed':2 'kann':1 'sindrom':4,F84.0,AUTISMO EN LA NINEZ,,
316713,"Psicosis, niñez",F840,'niñez':2 'psicosis':1,F84.0,AUTISMO EN LA NINEZ,,
316715,Trastorno(s) autistico,F840,'autist':3 's':2 'trastorn':1,F84.0,AUTISMO EN LA NINEZ,,
316712,"Psicosis, infantil",F840,'infantil':2 'psicosis':1,F84.0,AUTISMO EN LA NINEZ,,
316717,autismo de la niñez,F840,'autism':1 'niñez':4,F84.0,AUTISMO EN LA NINEZ,,
316716,autismo,F840,'autism':1,F84.0,AUTISMO EN LA NINEZ,,
316714,Sindrome Kanner,F840,'kann':2 'sindrom':1,F84.0,AUTISMO EN LA NINEZ,,
316710,"Autismo, autista (infantil) (niñez)",F840,'autism':1 'autist':2 'infantil':3 'niñez':4,F84.0,AUTISMO EN LA NINEZ,,
316721,Retraso mental con rasgos autisticos,F841,'autist':5 'mental':2 'rasg':4 'retras':1,F84.1,AUTISMO ATIPICO,,
316719,"Psicosis, infantil atipica",F841,'atip':3 'infantil':2 'psicosis':1,F84.1,AUTISMO ATIPICO,,
316718,"Autismo, atipico",F841,'atip':2 'autism':1,F84.1,AUTISMO ATIPICO,,
316720,"Psicosis, niñez atipica",F841,'atip':3 'niñez':2 'psicosis':1,F84.1,AUTISMO ATIPICO,,
316725,síndrome de rett,F842,'rett':3 'sindrom':1,F84.2,SINDROME DE RETT,,
316723,"Rett, enfermedad o sindrome de",F842,'enfermed':2 'rett':1 'sindrom':4,F84.2,SINDROME DE RETT,,
316722,Enfermedad Rett,F842,'enfermed':1 'rett':2,F84.2,SINDROME DE RETT,,
316724,Sindrome Rett,F842,'rett':2 'sindrom':1,F84.2,SINDROME DE RETT,,
316732,Trastorno(s) desintegrativo de la niñez NCOP,F843,'desintegr':3 'ncop':7 'niñez':6 's':2 'trastorn':1,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316731,Sindrome Heller,F843,'hell':2 'sindrom':1,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316728,"Heller, enfermedad o sindrome de",F843,'enfermed':2 'hell':1 'sindrom':4,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316730,"Psicosis, simbiotica (niñez)",F843,'niñez':3 'psicosis':1 'simbiot':2,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316729,"Psicosis, desintegrativa (niñez)",F843,'desintegr':2 'niñez':3 'psicosis':1,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316727,Enfermedad Heller,F843,'enfermed':1 'hell':2,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316726,Demencia infantil,F843,'demenci':1 'infantil':2,F84.3,OTRO TRASTORNO DESINTEGRATIVO DE LA NINEZ,,
316734,Trastorno(s) hiperactivo asociado con retraso mental y movimientos estereotipados,F844,'asoci':4 'estereotip':10 'hiperact':3 'mental':7 'movimient':9 'retras':6 's':2 'trastorn':1,F84.4,TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS,,
316733,Retraso mental con hiperactividad y movimientos estereotipados,F844,'estereotip':7 'hiperact':4 'mental':2 'movimient':6 'retras':1,F84.4,TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS,,
316735,"hiperactividad orgánica, con CI subnormal.",F844,'ci':4 'hiperact':1 'organ':2 'subnormal':5,F84.4,TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS,,
316736,"hiperactividad orgánica, con ci subnormal",F844,'ci':4 'hiperact':1 'organ':2 'subnormal':5,F84.4,TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS,,
316741,Sindrome esquizofrenico de la niñez NCOP,F845,'esquizofren':2 'ncop':6 'niñez':5 'sindrom':1,F84.5,SINDROME DE ASPERGER,,
316740,Sindrome Asperger,F845,'asperg':2 'sindrom':1,F84.5,SINDROME DE ASPERGER,,
316738,"Esquizofrenia, sindrome de la infancia NCOP",F845,'esquizofreni':1 'infanci':5 'ncop':6 'sindrom':2,F84.5,SINDROME DE ASPERGER,,
316737,"Esquizofrenia, infantil (tipo)",F845,'esquizofreni':1 'infantil':2 'tip':3,F84.5,SINDROME DE ASPERGER,,
316743,síndrome de asperger,F845,'asperg':3 'sindrom':1,F84.5,SINDROME DE ASPERGER,,
316739,Psicopatia autistica,F845,'autist':2 'psicopati':1,F84.5,SINDROME DE ASPERGER,,
316742,Trastorno(s) esquizoide de la niñez,F845,'esquizoid':3 'niñez':6 's':2 'trastorn':1,F84.5,SINDROME DE ASPERGER,,
316744,Trastorno(s) desarrollo generalizado especificado NCOP,F848,'desarroll':3 'especific':5 'generaliz':4 'ncop':6 's':2 'trastorn':1,F84.8,OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO,,
316745,Trastorno especifico del desarrollo,F848,'desarroll':4 'especif':2 'trastorn':1,F84.8,OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO,,
316746,Trastorno(s) desarrollo generalizado,F849,'desarroll':3 'generaliz':4 's':2 'trastorn':1,F84.9,TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO,,
316750,Agnosia del desarrollo,F88X,'agnosi':1 'desarroll':3,F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316752,Trastorno(s) desarrollo psicologico especificado NCOP,F88X,'desarroll':3 'especific':5 'ncop':6 'psicolog':4 's':2 'trastorn':1,F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316755,Trastorno(s) desarrollo psicologico,F88X,'desarroll':3 'psicolog':4 's':2 'trastorn':1,F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316754,Trastorno(s) desarrollo,F88X,'desarroll':3 's':2 'trastorn':1,F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316753,"Retardo, especifico del desarrollo (ver tambien Trastorno, desarrollo)",F88X,"'desarroll':4,8 'especif':2 'retard':1 'tambi':6 'trastorn':7 'ver':5",F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316751,Trastorno(s) desarrollo especificado NCOP,F88X,'desarroll':3 'especific':4 'ncop':5 's':2 'trastorn':1,F88.X,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO,,
316756,"Trastorno Del Desarrollo Psicológico, No Especificado",F89X,'desarroll':3 'especific':6 'psicolog':4 'trastorn':1,F89.X,"TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO",,
316757,otros trastornos del desarrollo,F89X,'desarroll':4 'trastorn':2,F89.X,"TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO",,
316779,déficit atencional de predominio hiperactivo,F900,'atencional':2 'deficit':1 'hiperact':5 'predomini':4,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316778,déficit atencional con hiperactividad,F900,'atencional':2 'deficit':1 'hiperact':4,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316761,Perturbacion actividad y atencion (con hipercinesia),F900,'activ':2 'atencion':4 'hipercinesi':6 'perturbacion':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316759,"Hiperactividad, niño con deficit de atencion",F900,'atencion':6 'deficit':4 'hiperact':1 'niñ':2,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316764,asociado a déficit atencional,F900,'asoci':1 'atencional':4 'deficit':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316777,déficit atención con hiperactividad,F900,'atencion':2 'deficit':1 'hiperact':4,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316769,déficit Atencional compensado,F900,'atencional':2 'compens':3 'deficit':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316763,Trastorno(s) hipercinetico con deficit de atencion,F900,'atencion':7 'deficit':5 'hipercinet':3 's':2 'trastorn':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316768,déficit atencional combinado,F900,'atencional':2 'combin':3 'deficit':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316765,con déficit Atencional,F900,'atencional':3 'deficit':2,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316767,déficit Atencional,F900,'atencional':2 'deficit':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316766,def. atencional,F900,'atencional':2 'def':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316771,déficit atencional mas hiperactividad,F900,'atencional':2 'deficit':1 'hiperact':4 'mas':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316776,déficit de atención,F900,'atencion':3 'deficit':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316836,Trastorno por déficit de atención,F900,'atencion':5 'deficit':3 'trastorn':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316770,déficit Atencional con hipercinesis,F900,'atencional':2 'deficit':1 'hipercinesis':4,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316775,déficit atencional sin hiperactividad,F900,'atencional':2 'deficit':1 'hiperact':4,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316772,déficit atencional pred hiperactivo/impulsivo,F900,'atencional':2 'deficit':1 'hiperactivo/impulsivo':4 'pred':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316774,déficit atencional puro,F900,'atencional':2 'deficit':1 'pur':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316773,déficit atencional predominio,F900,'atencional':2 'deficit':1 'predomini':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316810,SDA CON T DISARMONICO DEL DESARROLLO,F900,'desarroll':6 'disarmon':4 'sda':1 't':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316794,obs TDA-H,F900,'h':4 'obs':1 'tda':3 'tda-h':2,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316784,hiperactividad déficit atencional,F900,'atencional':3 'deficit':2 'hiperact':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316840,obs   déficit atencional ,F900,'atencional':3 'deficit':2 'obs':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316850,sda con hiperkinesia ,F900,'hiperkinesi':3 'sda':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316780,"distractibilidad, inquietud psicomotora",F900,'distractibil':1 'inquietud':2 'psicomotor':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316783,escasa capacidad de atención,F900,'atencion':4 'capac':2 'escas':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316782,EDA sin DHT,F900,'dht':3 'eda':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316787,"OBS DAH, Obs. depresión.",F900,"'dah':2 'depresion':4 'obs':1,3",F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316793,Obs SDAH  Obs. T aprendizaje  Obs. RM leve,F900,"'aprendizaj':5 'lev':8 'obs':1,3,6 'rm':7 'sdah':2 't':4",F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316786,Obs . SDAH  OBs. RM leve  Obs. T conducta,F900,"'conduct':8 'lev':5 'obs':1,3,6 'rm':4 'sdah':2 't':7",F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316785,obs . déficit atencional.,F900,'atencional':3 'deficit':2 'obs':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316792,Obs SDAH  Obs T. aprendiza,F900,"'aprendiz':5 'obs':1,3 'sdah':2 't':4",F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316788,obs déficit atencional,F900,'atencional':3 'deficit':2 'obs':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316791,Obs SDAH,F900,'obs':1 'sdah':2,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316789,Obs Sd déficit atencional,F900,'atencional':4 'deficit':3 'obs':1 'sd':2,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316796,obs. déficit atencional.,F900,'atencional':3 'deficit':2 'obs':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316809,SDA con hiperkinesia.,F900,'hiperkinesi':3 'sda':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316800,observación de síndrome de  déficit atencional,F900,'atencional':6 'deficit':5 'observ':1 'sindrom':3,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316795,OBS. DÉFICIT DE ATENCIÓN,F900,'atencion':4 'deficit':2 'obs':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316799,observación de hiperactividad,F900,'hiperact':3 'observ':1,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
316797,"Obs. Hiperactividad, déficit atencional y tto",F900,'atencional':4 'deficit':3 'hiperact':2 'obs':1 'tto':6,F90.0,PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION,,
